# Citizen Ledger — state budget — COMPLETE LAYER EXPORT
# Source dataset: Enacted state budgets, Budgetary-Legal basis (California Department of Finance, ebudget.ca.gov)
# Accounting basis: Enacted appropriations on California's Budgetary-Legal basis, with Department of Finance prior-year actuals on the identical basis where published
# Gate tier: GATED — reproduces the Department of Finance's own statewide total
# Units: billions of dollars
# Measured as: ENACTED APPROPRIATIONS ON CALIFORNIA'S BUDGETARY-LEGAL BASIS, WITH DEPARTMENT OF FINANCE PRIOR-YEAR ACTUALS ON THE IDENTICAL BASIS WHERE PUBLISHED · BILLIONS OF DOLLARS · NOMINAL AS PUBLISHED · ALL SHIPPED YEARS · GATED
# Data generated: 2026-07-24
# Exported: 2026-07-28
# Absent values: Empty cell = not published by the source. It is NOT zero. A real reported zero is written as 0.
# Licence: CC0 1.0 Universal (public domain). Cite freely; no permission needed.
# Stability: This file's SHAPE is not stable. The Ledger is actively developed: columns may be added, renamed or split as layers change. Pin a copy if you need reproducibility. The DATA is CC0 and that does not change.
# Schema: bulk/SCHEMA.md · Method: about.html · Findings: findings.html
# A row with an empty department is the AGENCY total, not a department. Do not sum agency rows and department rows together.
# Actuals arrive about six and a half months after a year ends, so the newest years carry enacted figures only — those actual_* cells are empty, not zero.
fiscal_year,agency,department,department_code,enacted_general_fund_busd,enacted_special_funds_busd,enacted_bond_funds_busd,enacted_federal_funds_busd,actual_general_fund_busd,actual_special_funds_busd,actual_bond_funds_busd,actual_federal_funds_busd
2023-24,Natural Resources,State Coastal Conservancy,3760,0.575,0.009,0.023,0.011,0.233,0.104,0.023,0.011
2023-24,Natural Resources,"Natural Resources Agency, Secy",0540,0.364,0.018,0.035,0,0.311,0.017,0.045,0
2023-24,Natural Resources,Department of Conservation,3480,0.108,0.15,0.001,0.006,0.111,0.272,0,0.005
2023-24,Natural Resources,Wildlife Conservation Board,3640,0.22,0.002,0.005,0.035,0.435,0,0.028,0.012
2023-24,Natural Resources,California Conservation Corps,3340,0.124,0.054,0,0,0.188,0.056,0.004,0
2023-24,Natural Resources,State Lands Commission,3560,0.022,0.025,0,0,0.041,0.022,0,0
2023-24,Natural Resources,Sierra Nevada Conservancy,3855,0.037,0.005,0,0.002,0.049,0.006,0,0.002
2023-24,Natural Resources,Exposition Park,3100,0.028,0.015,0,0,0.03,0.012,0,0
2023-24,Natural Resources,Office of Energy Infrastructure Safety,3355,0,0.041,0,0,0,0.031,0,0
2023-24,Natural Resources,Coastal Commission,3720,0.025,0.004,0,0.004,0.034,0.003,0,0.003
2023-24,Natural Resources,Tahoe Conservancy,3125,0.016,0.007,0.001,0.003,0.016,0.006,0.006,0.001
2023-24,Natural Resources,Delta Stewardship Council,3885,0.02,0.001,0,0.003,0.019,0.001,0,0.001
2023-24,Natural Resources,"San Gabriel,Lower LA River,Mtns Consvcy",3825,0.01,0.001,0.007,0,0.143,0,0.007,0
2023-24,Natural Resources,San Diego River Conservancy,3845,0.013,0,0.003,0,0.031,0,0,0
2023-24,Natural Resources,Santa Monica Mountains Conservancy,3810,0.015,0.001,0.001,0,0.096,0,0.007,0
2023-24,Natural Resources,"SF Bay Conservation, Development Comm",3820,0.008,0.002,0,0,0.008,0.002,0,0
2023-24,Natural Resources,Sacramento-San Joaquin Delta Conservancy,3875,0.007,0,0.001,0.001,0.04,0,0.001,0
2023-24,Natural Resources,Coachella Valley Mountains Conservancy,3850,0.009,0,0,0,0.002,0,0.002,0
2023-24,Natural Resources,Special Resources Programs,3110,0,0.006,0,0,0,0.005,0,0
2023-24,Natural Resources,Native American Heritage Commission,3780,0.004,0,0,0,0.004,0,0,0
2023-24,Natural Resources,Baldwin Hills Conservancy,3835,0.002,0,0,0,0.003,0,0.001,0
2023-24,Natural Resources,San Joaquin River Conservancy,3830,0.001,0.001,0.001,0,-0.002,0,0,0
2023-24,Natural Resources,Delta Protection Commission,3840,0,0.001,0,0,0,0.001,0,0
2023-24,Natural Resources,Environmental Protection Program,3210,0,0,0,0,,,,
2023-24,Natural Resources,Colorado River Board of California,3460,0,0,0,0,,,,
2023-24,Labor and Workforce Development,,,0.868,1.152,0,8.482,1.142,0.856,0,4.814
2023-24,Labor and Workforce Development,Employment Development Department,7100,0.632,0.262,0,8.432,0.794,0.172,0,4.767
2023-24,Labor and Workforce Development,Department of Industrial Relations,7350,0.087,0.867,0,0.037,0.14,0.675,0,0.036
2023-24,Labor and Workforce Development,California Workforce Development Board,7120,0.116,0.018,0,0.013,0.176,0.005,0,0.011
2023-24,Labor and Workforce Development,Public Employment Relations Board,7320,0.017,0,0,0,0.018,0,0,0
2023-24,Labor and Workforce Development,Agricultural Labor Relations Board,7300,0.012,0.002,0,0,0.011,0.002,0,0
2023-24,Labor and Workforce Development,"Labor and Workforce Development, Secy",0559,0.004,0.002,0,0,0.003,0.001,0,0
2023-24,Environmental Protection,,,0.598,4.621,0.012,0.669,1.698,4.786,0.131,1.031
2023-24,Environmental Protection,State Water Resources Control Board,3940,0.222,1.098,0.011,0.611,0.864,0.687,0.13,0.995
2023-24,Environmental Protection,Resources Recycling and Recovery,3970,0.007,1.91,0,0,-0.017,1.94,0,0
2023-24,Environmental Protection,State Air Resources Board,3900,0.209,1.056,0.001,0.018,0.771,1.677,0.001,0.002
2023-24,Environmental Protection,Department of Toxic Substances Control,3960,0.133,0.391,0,0.038,0.049,0.321,0,0.032
2023-24,Environmental Protection,Department of Pesticide Regulation,3930,0.003,0.126,0,0.002,0.006,0.123,0,0.002
2023-24,Environmental Protection,Environmental Health Hazard Assessment,3980,0.013,0.019,0,0,0.013,0.016,0,0
2023-24,Environmental Protection,"Environmental Protection, Secy",0555,0.01,0.021,0,0,0.011,0.021,0,0
2023-24,"Business, Consumer Services, and Housing",,,3.145,1.216,0.536,0.488,2.183,3.694,0.254,0.868
2023-24,"Business, Consumer Services, and Housing","Dept of Housing, Community Development",2240,2.429,0.041,0.536,0.482,1.377,2.635,0.254,0.862
2023-24,"Business, Consumer Services, and Housing",Department of Consumer Affairs,1111,0.008,0.711,0,0,0.009,0.607,0,0
2023-24,"Business, Consumer Services, and Housing","Business, Consumer Svcs, Housing, Scty",0515,0.406,0.001,0,0,0.483,0.001,0,0
2023-24,"Business, Consumer Services, and Housing",Department of Cannabis Control,1115,0.033,0.143,0,0,0.031,0.115,0,0
2023-24,"Business, Consumer Services, and Housing",Dept Financial Protection and Innovation,1701,0,0.155,0,0,0.007,0.164,0,0
2023-24,"Business, Consumer Services, and Housing",Department of Alcoholic Beverage Control,2100,0.021,0.078,0,0,0.015,0.087,0,0
2023-24,"Business, Consumer Services, and Housing",Civil Rights Department,1700,0.056,0.001,0,0.006,0.06,0,0,0.006
2023-24,"Business, Consumer Services, and Housing",Department of Real Estate,2320,0,0.06,0,0,0,0.061,0,0
2023-24,"Business, Consumer Services, and Housing",Horse Racing Board,1750,0,0.02,0,0,0,0.021,0,0
2023-24,"Business, Consumer Services, and Housing",California Privacy Protection Agency,1703,0.018,0,0,0,0.018,0,0,0
2023-24,"Business, Consumer Services, and Housing",Cannabis Control Appeals Panel,1045,0,0.003,0,0,0,0.003,0,0
2023-24,"Business, Consumer Services, and Housing",Alcoholic Beverage Control Appeals Board,2120,0,0.001,0,0,0,0.001,0,0
2023-24,"Business, Consumer Services, and Housing",California Housing Finance Agency,2245,0,0,0,0,0.02,0,0,0
2023-24,Government Operations,,,4.031,0.196,0.007,0.041,3.428,1.229,0.002,1.078
2023-24,Government Operations,Public Employees,7900,1.657,0,0,0,1.657,0,0,0
2023-24,Government Operations,Franchise Tax Board,7730,1.193,0.025,0,0,0.722,1.092,0,0
2023-24,Government Operations,Department of Tax and Fee Administration,7600,0.539,-0.045,0,0,0.495,-0.072,0,0
2023-24,Government Operations,Department of Technology,7502,0.389,0,0,0.005,0.324,0,0,1.045
2023-24,Government Operations,Department of General Services,7760,0.126,0.136,0.007,0,0.109,0.153,0.002,0
2023-24,Government Operations,California Victim Compensation Board,7870,0.048,0.079,0,0.036,0.045,0.057,0,0.033
2023-24,Government Operations,Department of Human Resources,7501,0.034,0,0,0,0.03,0,0,0
2023-24,Government Operations,"Government Operations, Secretary",0511,0.02,0,0,0,0.021,-0.006,0,0
2023-24,Government Operations,Office of Data and Innovation,7504,0.017,0,0,0,0.018,0.005,0,0
2023-24,Government Operations,Office of Administrative Law,7910,0.003,0,0,0,0.003,0,0,0
2023-24,Government Operations,State Personnel Board,7503,0.003,0,0,0,0.003,0,0,0
2023-24,Government Operations,State Teachers' Retirement System,7920,0,0,0,0,,,,
2024-25,Health and Human Services,,,71.656,42.723,0.34,115.71,73.504,48.267,0.34,122.583
2024-25,Health and Human Services,State Department of Health Care Services,4260,35.731,26.576,0.34,99.545,,,,
2024-25,Health and Human Services,Department of Social Services,5180,20.478,0.039,0,12.102,,,,
2024-25,Health and Human Services,Department of Developmental Services,4300,10.285,0.002,0,0.06,,,,
2024-25,Health and Human Services,"State-Local Realignment, 1991",5195,0,7.512,0,0,,,,
2024-25,Health and Human Services,"State-Local Realignment, 2011",5196,0.043,6.514,0,0,,,,
2024-25,Health and Human Services,Department of Public Health,4265,0.787,1.192,0,2.195,,,,
2024-25,Health and Human Services,Department of State Hospitals,4440,3.14,0,0,0,,,,
2024-25,Health and Human Services,Department of Child Support Services,5175,0.374,0,0,0.747,,,,
2024-25,Health and Human Services,Department of Rehabilitation,5160,0.086,0.004,0,0.476,,,,
2024-25,Health and Human Services,California Department of Aging,4170,0.162,0.009,0,0.208,,,,
2024-25,Health and Human Services,Community Services and Development,4700,0.001,0,0,0.344,,,,
2024-25,Health and Human Services,Children and Families Commission,4250,0,0.342,0,0,,,,
2024-25,Health and Human Services,"Health, Human Services Agency, Secy",0530,0.296,0.002,0,0.014,0.278,0.002,0,0.014
2024-25,Health and Human Services,Dept Health Care Access and Information,4140,0.107,0.131,0,0.003,,,,
2024-25,Health and Human Services,California Health Benefit Exchange,4800,0.02,0.167,0,0,,,,
2024-25,Health and Human Services,Department of Managed Health Care,4150,0,0.178,0,0,,,,
2024-25,Health and Human Services,Mental Hlth Svcs Ovrst and Acntblty Comm,4560,0,0.049,0,0,,,,
2024-25,Health and Human Services,Emergency Medical Services Authority,4120,0.038,0.006,0,0.004,,,,
2024-25,Health and Human Services,State Council-Developmental Disabilities,4100,0.005,0,0,0.009,,,,
2024-25,Health and Human Services,Commission on Aging,4180,0,0,0,0.001,,,,
2024-25,Health and Human Services,California Senior Legislature,4185,0,0,0,0,,,,
2024-25,Health and Human Services,State Independent Living Council,5170,0,0,0,0,,,,
2024-25,K thru 12 Education,,,81.508,0.123,0.016,7.87,87.21,0.09,0.058,7.794
2024-25,K thru 12 Education,Department of Education,6100,73.843,0.094,0,7.851,78.876,0.089,0,7.779
2024-25,K thru 12 Education,Teachers Retirement System Contributions,6300,4.258,0,0,0,4.258,0,0,0
2024-25,K thru 12 Education,School Facilities Aid Program,6350,0.756,0,0.016,0,0.933,-0.028,0.058,0
2024-25,K thru 12 Education,State Library,6120,0.204,0.001,0,0.018,0.102,0.001,0,0.015
2024-25,K thru 12 Education,Scholarshare Investment Board,0954,0.189,0,0,0,0.188,0,0,0
2024-25,K thru 12 Education,Commission on Teacher Credentialing,6360,0.009,0.028,0,0,0.306,0.028,0,0
2024-25,K thru 12 Education,Summer School for the Arts,6255,0.003,0,0,0,0.003,0,0,0
2024-25,K thru 12 Education,Education Audit Appeals Panel,6125,0.001,0,0,0,0.001,0,0,0
2024-25,Higher Education,,,23.477,0.109,0.598,7.381,23.211,0.16,0.478,7.502
2024-25,Higher Education,University of California,6440,4.989,0.096,0,5.795,4.865,0.151,0,5.526
2024-25,Higher Education,Board of Governors of Community Colleges,6870,8.913,0.008,0.032,0,9.353,0.005,0.187,0
2024-25,Higher Education,California State University,6610,5.24,0.002,0,1.586,5.03,0.002,0,1.976
2024-25,Higher Education,Student Aid Commission,6980,3.116,0,0,0,3.113,0,0,0
2024-25,Higher Education,Institute for Regenerative Medicine,6445,0,0.003,0.515,0,0,0.002,0.244,0
2024-25,Higher Education,"CSU Health Benefits, Retired Annuitants",6645,0.484,0,0,0,0.454,0,0,0
2024-25,Higher Education,"College of the Law, San Francisco",6600,0.026,0,0,0,0.026,0,0,0
2024-25,Transportation,,,1.919,17.839,0.086,6.901,3.234,16.992,0.128,5.978
2024-25,Transportation,Department of Transportation,2660,0.218,8.3,0.05,6.745,0.197,7.787,0.087,5.802
2024-25,Transportation,Dept of the California Highway Patrol,2720,0.019,3.174,0,0.025,0.049,3.211,0,0.029
2024-25,Transportation,"Transportation, Secy",0521,1.25,1.088,0,0.129,2.575,1.66,0,0.147
2024-25,Transportation,Department of Motor Vehicles,2740,0.03,1.457,0,0.001,0.034,1.448,0,0
2024-25,Transportation,State Transit Assistance,2640,0,1.279,0,0,0,1.135,0,0
2024-25,Transportation,High-Speed Rail Authority,2665,0,1.109,0.035,0,0,0.349,0.033,0
2024-25,Transportation,California Transportation Commission,2600,0,0.01,0.001,0,0,0.009,0.008,0
2024-25,Transportation,Board of Pilot Commissioners,2670,0,0.009,0,0,0,0.005,0,0
2024-25,Transportation,High-Speed Rail Auth Ofc Inspector Genrl,2667,0,0.003,0,0,0,0.002,0,0
2024-25,Corrections and Rehabilitation,,,14.176,4.001,0,0.065,13.869,3.93,0,0.09
2024-25,Corrections and Rehabilitation,Corrections and Rehabilitation,5225,13.91,0,0,0.002,13.504,0,0,0.003
2024-25,Corrections and Rehabilitation,Board of State and Community Corrections,5227,0.229,0.201,0,0.064,0.313,0.17,0,0.041
2024-25,Corrections and Rehabilitation,Prison Industry Authority,5420,0,0,0,0,,,,
2024-25,"Legislative, Judicial, and Executive",,,6.071,4.118,0.251,2.343,6.208,3.469,0.021,6.28
2024-25,"Legislative, Judicial, and Executive",Judicial Branch,0250,2.978,1.817,0,0.007,2.918,1.814,0,0.003
2024-25,"Legislative, Judicial, and Executive",Office of Emergency Services,0690,0.716,0.261,0.003,2.177,0.709,0.228,0.003,6.117
2024-25,"Legislative, Judicial, and Executive",Department of Justice,0820,0.504,0.435,0,0.076,0.482,0.398,0,0.062
2024-25,"Legislative, Judicial, and Executive",Gov's Office of Land Use & Climate Innov,0650,0.032,0.902,0,0,0.29,0.019,0,0.002
2024-25,"Legislative, Judicial, and Executive",Health Facilities Financing Authority,0977,0,0.144,0.247,0,-0.021,0.172,0.017,0
2024-25,"Legislative, Judicial, and Executive",Department of Insurance,0845,0.007,0.347,0,0,0.006,0.333,0,0
2024-25,"Legislative, Judicial, and Executive",Judges' Retirement System Contributions,0390,0.31,0,0,0,0.319,0,0,0
2024-25,"Legislative, Judicial, and Executive",Gov Ofc Service and Community Engagement,0680,0.211,0.009,0,0.028,0.2,0.009,0,0.059
2024-25,"Legislative, Judicial, and Executive",Assembly,0120,0.243,0,0,0,0.243,0,0,0
2024-25,"Legislative, Judicial, and Executive",Secretary of State,0890,0.081,0.091,0,0.029,0.08,0.084,0,0.014
2024-25,"Legislative, Judicial, and Executive",School Finance Authority,0985,0.169,0,0.001,0.021,0.169,0,0.001,0.02
2024-25,"Legislative, Judicial, and Executive","Governors Office of Bus, Econ Developm",0509,0.114,0.068,0,0.003,0.127,0.072,0,0.001
2024-25,"Legislative, Judicial, and Executive",Senate,0110,0.184,0,0,0,0.184,0,0,0
2024-25,"Legislative, Judicial, and Executive",Legislative Counsel Bureau,0160,0.181,0,0,0,0.18,0,0,0
2024-25,"Legislative, Judicial, and Executive",State Controller,0840,0.142,0.013,0,0.002,0.141,0.013,0,0.002
2024-25,"Legislative, Judicial, and Executive",Office of the Inspector General,0552,0.051,0,0,0,0.047,0,0,0
2024-25,"Legislative, Judicial, and Executive",State Board of Equalization,0860,0.035,0,0,0,0.03,0,0,0
2024-25,"Legislative, Judicial, and Executive",Office of Tax Appeals,0870,0.029,0,0,0,0.025,0,0,0
2024-25,"Legislative, Judicial, and Executive",Governors Office,0500,0.027,0,0,0,0.025,0,0,0
2024-25,"Legislative, Judicial, and Executive",HOPE for Children Trust Account Prog Bd,0957,0.015,0,0,0,0.015,0,0,0
2024-25,"Legislative, Judicial, and Executive",Tax Credit Allocation Committee,0968,0,0.015,0,0,0,0.012,0,0
2024-25,"Legislative, Judicial, and Executive",State Treasurer,0950,0.014,0,0,0,0.012,0,0,0
2024-25,"Legislative, Judicial, and Executive",Gambling Control Commission,0855,0,0.009,0,0,0,0.008,0,0
2024-25,"Legislative, Judicial, and Executive",Commission on Judicial Performance,0280,0.007,0,0,0,0.006,0,0,0
2024-25,"Legislative, Judicial, and Executive",Debt Investment Advisory Commission,0956,0,0.004,0,0,0,0.003,0,0
2024-25,"Legislative, Judicial, and Executive",Debt Limit Allocation Committee,0959,0,0.004,0,0,0,0.003,0,0
2024-25,"Legislative, Judicial, and Executive",Office of the Lieutenant Governor,0750,0.003,0,0,0,0.002,0,0,0
2024-25,"Legislative, Judicial, and Executive",California ABLE Act Board,0981,0.001,0,0,0,0.001,0,0,0
2024-25,"Legislative, Judicial, and Executive","Alt Energy, Advanced Trans Fin Auth",0971,0,0.001,0,0,0,0.001,0,0
2024-25,"Legislative, Judicial, and Executive",Citizens Redistricting Commission,0911,0,0,0,0,0,0,0,0
2024-25,"Legislative, Judicial, and Executive",Educational Facilities Authority,0989,0,0,0,0,0,0,0,0
2024-25,"Legislative, Judicial, and Executive",Joint Expenses,0130,0,0,0,0,0,0.3,0,0
2024-25,"Legislative, Judicial, and Executive",Legislators Retirement Sys Contribution,0150,0,0,0,0,,,,
2024-25,"Legislative, Judicial, and Executive",State Lottery Commission,0850,0,0,0,0,,,,
2024-25,"Legislative, Judicial, and Executive",Pollution Control Financing Authority,0974,0,0,0,0,,,,
2024-25,"Legislative, Judicial, and Executive",CalSavers Retirement Savings Board,0984,0,0,0,0,,,,
2024-25,Labor and Workforce Development,,,0.954,1.196,0,8.463,0.787,0.972,0,7.141
2024-25,Labor and Workforce Development,Employment Development Department,7100,0.812,0.298,0,8.416,0.645,0.181,0,7.085
2024-25,Labor and Workforce Development,Department of Industrial Relations,7350,0.04,0.889,0,0.038,0.024,0.768,0,0.036
2024-25,Labor and Workforce Development,California Workforce Development Board,7120,0.066,0,0,0.008,0.089,0.015,0,0.02
2024-25,Labor and Workforce Development,Agricultural Labor Relations Board,7300,0.013,0.007,0,0,0.011,0.004,0,0
2024-25,Labor and Workforce Development,Public Employment Relations Board,7320,0.018,0,0,0,0.017,0,0,0
2024-25,Labor and Workforce Development,"Labor and Workforce Development, Secy",0559,0.005,0.002,0,0,0.001,0.003,0,0
2024-25,Natural Resources,,,5.406,3.105,0.527,0.784,7.641,4.464,0.81,1.155
2024-25,Natural Resources,"Department of Forestry, Fire Protection",3540,2.811,0.4,0,0.034,3.601,0.59,0,0.052
2024-25,Natural Resources,Department of Water Resources,3860,0.416,0.748,0.439,0.09,1.072,0.833,0.454,0.09
2024-25,Natural Resources,"Energy Resource Conservation,Dvlmt Comm",3360,0,0.51,0,0.375,0.264,1.803,0,0.758
2024-25,Natural Resources,"Department of Parks, Recreation",3790,0.264,0.469,0.032,0.105,0.359,0.453,0.061,0.063
2024-25,Natural Resources,Department of Fish and Wildlife,3600,0.192,0.371,0.023,0.095,0.202,0.341,0.119,0.096
2024-25,Natural Resources,Wildlife Conservation Board,3640,0.067,0.173,0.003,0.035,0.155,0.063,0.044,0.011
2024-25,Natural Resources,Department of Conservation,3480,0.011,0.167,0.001,0.006,0.03,0.16,0,0.041
2024-25,Natural Resources,California Conservation Corps,3340,0.099,0.056,0,0,0.105,0.073,0.003,0
2024-25,Natural Resources,"Natural Resources Agency, Secy",0540,0.017,0.047,0.011,0,0.178,0.032,0.01,0
2024-25,Natural Resources,State Coastal Conservancy,3760,0.005,0.049,0.007,0.011,0.167,0.012,0.031,0.019
2024-25,Natural Resources,State Lands Commission,3560,0.025,0.026,0,0.021,0.026,0.024,0,0.02
2024-25,Natural Resources,Exposition Park,3100,0.04,0.014,0,0,0.038,0.012,0,0
2024-25,Natural Resources,Office of Energy Infrastructure Safety,3355,0,0.044,0,0,0,0.04,0,0
2024-25,Natural Resources,Coastal Commission,3720,0.035,0.005,0,0.004,0.037,0.004,0,0.004
2024-25,Natural Resources,Delta Stewardship Council,3885,0.021,0.001,0,0.003,0.019,0.001,0,0
2024-25,Natural Resources,Tahoe Conservancy,3125,0,0.007,0.004,0.004,0.013,0.007,0.004,0.001
2024-25,Natural Resources,"SF Bay Conservation, Development Comm",3820,0.01,0.002,0,0,0.008,0.002,0,0
2024-25,Natural Resources,Sierra Nevada Conservancy,3855,0,0.006,0,0.002,0.009,0.006,0.002,0
2024-25,Natural Resources,Special Resources Programs,3110,0,0.006,0,0,0,0.005,0,0
2024-25,Natural Resources,Native American Heritage Commission,3780,0.004,0,0,0,0.003,0,0,0
2024-25,Natural Resources,"San Gabriel,Lower LA River,Mtns Consvcy",3825,0,0.001,0.003,0,0.033,-0.001,0.054,0
2024-25,Natural Resources,Sacramento-San Joaquin Delta Conservancy,3875,0.001,0,0.001,0.001,0.002,0,0.002,0
2024-25,Natural Resources,Delta Protection Commission,3840,0,0.002,0,0,0,0.001,0,0
2024-25,Natural Resources,Santa Monica Mountains Conservancy,3810,0,0.001,0.001,0,0.002,0.001,0.016,0
2024-25,Natural Resources,San Joaquin River Conservancy,3830,0,0.001,0.001,0,0.004,0.001,0,0
2024-25,Natural Resources,Baldwin Hills and Urban Watersheds Cnsrv,3835,0,0,0,0,0.001,0,0.007,0
2024-25,Natural Resources,Coachella Valley Mountains Conservancy,3850,0,0,0,0,0.001,0,0.001,0
2024-25,Natural Resources,San Diego River Conservancy,3845,0,0,0,0,0.001,0,0.001,0
2024-25,Natural Resources,Environmental Protection Program,3210,0,0,0,0,,,,
2024-25,Natural Resources,Colorado River Board of California,3460,0,0,0,0,,,,
2024-25,General Government,,,1.766,4.323,0.005,2.244,7.188,2.508,0.004,0.696
2024-25,General Government,Shared Revenues,9350,0,3.619,0,0.033,,,,
2024-25,General Government,Public Utilities Commission,8660,0,1.733,0,1.873,,,,
2024-25,General Government,"Health, Dental Benefits for Annuitants",9650,2.723,0,0,0,,,,
2024-25,General Government,Augmentation for Employee Compensation,9800,0.639,0.394,0,0,,,,
2024-25,General Government,Department of Food and Agriculture,8570,0.197,0.246,0.001,0.193,,,,
2024-25,General Government,Department of Veterans Affairs,8955,0.594,0.003,0.001,0.003,,,,
2024-25,General Government,Tax Relief,9100,0.423,0.006,0,0,,,,
2024-25,General Government,Military Department,8940,0.157,0.004,0,0.14,,,,
2024-25,General Government,Local Government Financing,9210,0.202,0,0,0,,,,
2024-25,General Government,Commission on State Mandates,8885,0.134,0.002,0,0,,,,
2024-25,General Government,Debt Service GO Bonds Commercial Paper,9600,0.095,0,0,0,,,,
2024-25,General Government,Interest Payments to the Federal Govt,9625,0.085,0.004,0,0,,,,
2024-25,General Government,Financial Information System for CA,8880,0.078,0,0,0,,,,
2024-25,General Government,Department of Finance,8860,0.065,0,0,0.001,,,,
2024-25,General Government,"Peace Officer Standards, Training Comm",8120,0.063,0,0,0,,,,
2024-25,General Government,Cash Management and Budgetary Loans,9620,0.057,0,0,0,,,,
2024-25,General Government,Contingencies-Emergencies Augmentation,9840,0.04,0.015,0,0,,,,
2024-25,General Government,Arts Council,8260,0.031,0.001,0,0.001,,,,
2024-25,General Government,California State Auditor's Office,8855,0.029,0,0,0,,,,
2024-25,General Government,State Public Defender,8140,0.021,0,0,0,,,,
2024-25,General Government,Trial Court Security-Court Construction,9285,0.021,0,0,0,,,,
2024-25,General Government,Fair Political Practices Commission,8620,0.019,0,0,0,,,,
2024-25,General Government,Trial Court Security - Judgeships,9286,0.007,0,0,0,,,,
2024-25,General Government,Political Reform Act of 1974,8640,0.004,0,0,0,,,,
2024-25,General Government,Comm on the Status of Women and Girls,8820,0.002,0,0,0,,,,
2024-25,General Government,Milton Marks Little Hoover Commission,8780,0.001,0,0,0,,,,
2024-25,General Government,Comm on Asian & Pacf Islndr Amer Affairs,8825,0.001,0,0,0,,,,
2024-25,General Government,Citizens Compensation Commission,8385,0,0,0,0,,,,
2024-25,General Government,Payment to Counties for Homicide Trials,9300,0,0,0,0,,,,
2024-25,General Government,Enhanced Tobacco Asset-Backed Bonds,9612,0,0,0,0,,,,
2024-25,General Government,Historic State Capitol Commission,8270,0,0,0,0,,,,
2024-25,General Government,State Compensation Insurance Fund,8420,0,0,0,0,,,,
2024-25,General Government,Youth Empowerment Commission,8815,0,0,0,0,,,,
2024-25,General Government,Law Revision Commission,8830,0,0,0,0,,,,
2024-25,General Government,Lease-Rev Notes and Bonds,9610,0,0,0,0,,,,
2024-25,General Government,Budget Stabilization Account,9658,0,0,0,0,,,,
2024-25,General Government,Equity Claims & Settlements & Judgments,9670,0,0,0,0,,,,
2024-25,General Government,"Capital Outlay Planning, Studies",9860,0,0,0,0,,,,
2024-25,General Government,Reserve for Liquidation of Encumbrances,9885,0,0,0,0,,,,
2024-25,General Government,Public School System Stabilization Acct,9889,1.054,-1.054,0,0,,,,
2024-25,General Government,Statewide General Admin Exp (Pro Rata),9900,-0.992,0.899,0.003,0,,,,
2024-25,Environmental Protection,,,0.223,4.697,0.011,0.565,0.456,4.874,0.196,0.531
2024-25,Environmental Protection,Resources Recycling and Recovery,3970,0.007,2.014,0,0,0.094,1.909,0,0
2024-25,Environmental Protection,State Water Resources Control Board,3940,0.161,1.149,0.01,0.505,0.232,1.157,0.184,0.48
2024-25,Environmental Protection,State Air Resources Board,3900,0.002,0.973,0.001,0.018,0.058,1.268,0.012,0.018
2024-25,Environmental Protection,Department of Toxic Substances Control,3960,0.034,0.372,0,0.039,0.047,0.371,0,0.03
2024-25,Environmental Protection,Department of Pesticide Regulation,3930,0,0.15,0,0.002,0.005,0.136,0,0.002
2024-25,Environmental Protection,Environmental Health Hazard Assessment,3980,0.013,0.019,0,0,0.01,0.015,0,0
2024-25,Environmental Protection,"Environmental Protection, Secy",0555,0.005,0.02,0,0,0.01,0.017,0,0
2024-25,"Business, Consumer Services, and Housing",,,1.562,1.344,0.538,0.288,2.258,1.93,0.184,0.584
2024-25,"Business, Consumer Services, and Housing","Dept of Housing, Community Development",2240,1.254,0.045,0.538,0.282,1.985,0.779,0.184,0.578
2024-25,"Business, Consumer Services, and Housing",Department of Consumer Affairs,1111,0.007,0.739,0,0,0.005,0.638,0,0
2024-25,"Business, Consumer Services, and Housing",Dept Financial Protection and Innovation,1701,0,0.177,0,0,0.001,0.166,0,0
2024-25,"Business, Consumer Services, and Housing",Department of Cannabis Control,1115,0,0.171,0,0,-0.001,0.147,0,0
2024-25,"Business, Consumer Services, and Housing",Department of Alcoholic Beverage Control,2100,0,0.107,0,0,0,0.102,0,0
2024-25,"Business, Consumer Services, and Housing",Department of Real Estate,2320,0,0.067,0,0,0,0.06,0,0
2024-25,"Business, Consumer Services, and Housing",Civil Rights Department,1700,0.05,0.011,0,0.006,0.049,0.01,0,0.006
2024-25,"Business, Consumer Services, and Housing","Business, Consumer Svcs, Housing, Scty",0515,0.021,0.001,0,0,0.017,0.001,0,0
2024-25,"Business, Consumer Services, and Housing",Horse Racing Board,1750,0,0.02,0,0,0,0.019,0,0
2024-25,"Business, Consumer Services, and Housing",California Privacy Protection Agency,1703,0.012,0.001,0,0,0.01,0.002,0,0
2024-25,"Business, Consumer Services, and Housing",Cannabis Control Appeals Panel,1045,0,0.003,0,0,0,0.003,0,0
2024-25,"Business, Consumer Services, and Housing",Alcoholic Beverage Control Appeals Board,2120,0,0.001,0,0,0,0.001,0,0
2024-25,"Business, Consumer Services, and Housing",California Housing Finance Agency,2245,0,0,0,0,0,0,0,0
2024-25,Government Operations,,,2.786,0.406,0,0.036,3.664,0.045,0,1.255
2024-25,Government Operations,Franchise Tax Board,7730,1.22,0.028,0,0,1.126,0.02,0,0
