# Citizen Ledger — public employee compensation — COMPLETE LAYER EXPORT
# Source dataset: California State Controller — Government Compensation in California, reporting year 2024, as filed by each employer
# Accounting basis: Positions as reported by each employer to the State Controller for the calendar year, including part-year and part-time positions
# Gate tier: AS FILED — AS FILED — UNRECONCILED. A published control exists and can never be reconciled to: the source is a live database with no as-of-date total, so there is no instant at which the two can be aligned
# Units: dollars; positions are positions, NOT persons
# Measured as: POSITIONS AS REPORTED BY EACH EMPLOYER TO THE STATE CONTROLLER FOR THE CALENDAR YEAR, INCLUDING PART-YEAR AND PART-TIME POSITIONS · DOLLARS · NOMINAL AS PUBLISHED · ALL SHIPPED YEARS · AS FILED
# Data generated: 2026-07-25
# Exported: 2026-07-29
# Absent values: Empty cell = not published by the source. It is NOT zero. A real reported zero is written as 0.
# Licence: CC0 1.0 Universal (public domain). Cite freely; no permission needed.
# Stability: This file's SHAPE is not stable. The Ledger is actively developed: columns may be added, renamed or split as layers change. Pin a copy if you need reproducibility. The DATA is CC0 and that does not change.
# Schema: bulk/SCHEMA.md · Method: about.html · Findings: findings.html
# A person holding two positions appears in two rows. This is a count of positions reported, never a headcount of people.
# retirement_includes_unfunded_liability is an employer-level reporting flag. Two identically-paid positions at two employers show different totals for a pure reporting reason, and the unfunded component is not separately reported, so it cannot be netted out.
# Do NOT compute an average or median over these rows. There is no hours or FTE field, and a quarter of city rows show pay below half the position's own stated minimum. See docs/V23A_COMPENSATION_BUILD_FINDING.md.
# Vintage: {'earliest': '2025-06-24', 'latest': '2026-07-22', 'staleMonths': 14, 'ageDaysAtBuild': 3}
slug,name,layer,county,positions_reported,total_wages_usd,retirement_and_health_usd,population,elected_positions,retirement_includes_unfunded_liability
district-central-coast-community-energy-authority-santa-cruz,Central Coast Community Energy Authority,district,Santa Cruz,91,6250565,1112239,,0,false
district-central-coast-water-authority-santa-barbara,Central Coast Water Authority,district,Santa Barbara,42,4098641,1360128,,0,false
district-central-contra-costa-sanitary-district-contra-costa-contra-costa,Central Contra Costa Sanitary District (Contra Costa),district,Contra Costa,371,48547437,18138357,,5,false
district-central-contra-costa-solid-waste-authority-contra-costa,Central Contra Costa Solid Waste Authority,district,Contra Costa,17,936430,232853,,0,false
district-central-contra-costa-transit-authority-contra-costa,Central Contra Costa Transit Authority,district,Contra Costa,271,18750044,6813180,,0,false
district-central-county-fire-department-san-mateo,Central County Fire Department,district,San Mateo,101,19018047,5513928,,0,true
district-central-delta-water-agency-san-joaquin,Central Delta Water Agency,district,San Joaquin,3,5165,0,,0,false
district-central-delta-mendota-groundwater-sustainability-agency-merced,Central Delta-Mendota Groundwater Sustainability Agency,district,Merced,22,0,0,,0,false
district-central-fire-district-of-santa-cruz-county-santa-cruz,Central Fire District of Santa Cruz County,district,Santa Cruz,139,21341621,6280793,,8,false
district-central-marin-fire-authority-marin,Central Marin Fire Authority,district,Marin,44,8012633,1999852,,0,false
district-central-marin-police-authority-marin,Central Marin Police Authority,district,Marin,60,6227062,1940718,,0,false
district-central-marin-sanitation-agency-marin,Central Marin Sanitation Agency,district,Marin,71,7592171,1857232,,8,false
district-central-net-operations-authority-orange,Central Net Operations Authority,district,Orange,3,0,0,,0,false
district-central-plumas-recreation-and-park-district-plumas,Central Plumas Recreation and Park District,district,Plumas,21,273888,33992,,5,false
district-central-region-school-insurance-group-stanislaus,Central Region School Insurance Group,district,Stanislaus,36,339143,84674,,0,false
district-central-san-joaquin-valley-risk-management-authority-tulare,Central San Joaquin Valley Risk Management Authority,district,Tulare,53,0,0,,0,false
district-central-san-joaquin-water-conservation-district-san-joaquin,Central San Joaquin Water Conservation District,district,San Joaquin,8,175500,43716,,5,false
district-central-sierra-child-support-agency-amador,Central Sierra Child Support Agency,district,Amador,39,1817365,845430,,0,false
district-central-sierra-economic-development-district-tuolumne,Central Sierra Economic Development District,district,Tuolumne,5,0,0,,0,false
district-central-sierra-planning-council-tuolumne,Central Sierra Planning Council,district,Tuolumne,5,0,0,,0,false
district-central-tulare-county-school-districts-self-insurance-authority-tulare,Central Tulare County School Districts Self-Insurance Authority,district,Tulare,6,0,0,,0,false
district-central-valley-cemetery-district-imperial,Central Valley Cemetery District,district,Imperial,23,635080,91846,,3,false
district-central-valley-healthcare-alliance-tulare,Central Valley Healthcare Alliance,district,Tulare,6,0,0,,0,false
district-central-valley-pest-control-district-fresno,Central Valley Pest Control District,district,Fresno,5,0,0,,0,false
district-central-valley-public-transportation-authority-fresno,Central Valley Public Transportation Authority,district,Fresno,5,0,0,,0,false
district-central-valley-school-districts-financing-corporation-fresno,Central Valley School Districts Financing Corporation,district,Fresno,3,0,0,,0,false
district-central-valley-schools-joint-powers-authority-los-angeles,Central Valley Schools Joint Powers Authority,district,Los Angeles,5,0,0,,0,false
district-central-water-district-santa-cruz,Central Water District,district,Santa Cruz,12,425402,130911,,5,false
district-ceres-fire-protection-district-stanislaus,Ceres Fire Protection District,district,Stanislaus,3,942,0,,3,false
district-chalfant-valley-fire-department-mono,Chalfant Valley Fire Department,district,Mono,21,32376,0,,5,false
district-channel-islands-beach-community-services-district-ventura,Channel Islands Beach Community Services District,district,Ventura,13,798744,234584,,5,false
district-charleston-drainage-district-merced-merced,Charleston Drainage District (Merced),district,Merced,6,0,0,,6,false
district-chester-cemetery-district-plumas,Chester Cemetery District,district,Plumas,8,57919,0,,0,false
district-chester-public-utility-district-plumas,Chester Public Utility District,district,Plumas,44,1443830,164883,,0,false
district-chico-area-recreation-and-park-district-butte,Chico Area Recreation and Park District,district,Butte,655,6736358,596554,,5,false
district-chico-urban-area-joint-powers-financing-authority-butte,Chico Urban Area Joint Powers Financing Authority,district,Butte,4,0,0,,0,false
district-chino-basin-desalter-authority-cda-san-bernardino,Chino Basin Desalter Authority (CDA),district,San Bernardino,10,803445,172246,,5,false
district-chino-basin-regional-financing-authority-san-bernardino,Chino Basin Regional Financing Authority,district,San Bernardino,5,0,0,,0,false
district-chino-basin-water-bank-planning-authority-san-bernardino,Chino Basin Water Bank Planning Authority,district,San Bernardino,4,0,0,,0,false
district-chino-basin-water-conservation-district-san-bernardino,Chino Basin Water Conservation District,district,San Bernardino,33,1632385,408780,,7,false
district-chino-valley-independent-fire-district-san-bernardino,Chino Valley Independent Fire District,district,San Bernardino,158,31797654,8434558,,5,false
district-chiriaco-summit-water-district-riverside,Chiriaco Summit Water District,district,Riverside,9,88290,0,,5,false
district-cholame-valley-cemetery-district-monterey,Cholame Valley Cemetery District,district,Monterey,3,0,0,,0,false
district-chowchilla-cemetery-district-madera,Chowchilla Cemetery District,district,Madera,14,189734,81155,,0,false
district-chowchilla-memorial-healthcare-district-madera,Chowchilla Memorial Healthcare District,district,Madera,75,2584199,107141,,5,false
district-chowchilla-union-high-school-district-public-improvement-corporation-madera,Chowchilla Union High School District Public Improvement Corporation,district,Madera,3,0,0,,0,false
district-chowchilla-water-district-madera,Chowchilla Water District,district,Madera,36,2077591,876018,,6,false
district-christian-valley-park-community-services-district-placer,Christian Valley Park Community Services District,district,Placer,7,67072,0,,0,false
district-chula-vista-bayfront-facilities-financing-authority-san-diego,Chula Vista Bayfront Facilities Financing Authority,district,San Diego,8,0,0,,0,false
district-church-tree-community-services-district-del-norte,Church Tree Community Services District,district,Del Norte,5,0,0,,0,false
district-circle-oaks-county-water-district-napa,Circle Oaks County Water District,district,Napa,9,119543,9765,,5,false
district-circle-xx-community-services-district-calaveras,Circle XX Community Services District,district,Calaveras,5,0,0,,5,false
district-cities-association-of-santa-clara-county-joint-powers-agency-santa-clara,Cities Association of Santa Clara County Joint Powers Agency,district,Santa Clara,14,0,0,,0,false
district-citrus-heights-water-district-sacramento,Citrus Heights Water District,district,Sacramento,46,4785669,1394298,,3,false
district-citrus-pest-control-district-no-2-riverside,Citrus Pest Control District No. 2,district,Riverside,7,31108,0,,0,false
district-city-and-county-of-san-francisco-redevelopment-financing-authority-san-francisco,City and County of San Francisco Redevelopment Financing Authority,district,San Francisco,53,6788076,1260985,,0,false
district-city-of-alameda-health-care-district-alameda,City of Alameda Health Care District,district,Alameda,5,4000,0,,0,false
district-city-of-carson-enhanced-infrastructure-financing-district-los-angeles,City of Carson Enhanced Infrastructure Financing District,district,Los Angeles,5,0,0,,0,false
district-city-of-downey-public-facilities-financing-corporation-los-angeles,City of Downey Public Facilities Financing Corporation,district,Los Angeles,4,0,0,,0,false
district-city-of-industry-property-and-housing-management-authority-los-angeles,City of Industry Property and Housing Management Authority,district,Los Angeles,5,47635,1787,,0,false
district-city-of-marysville-levee-district-yuba-yuba,City of Marysville Levee District (Yuba),district,Yuba,4,57500,32467,,0,false
district-city-of-san-francisco-japan-center-garage-corporation-san-francisco,City of San Francisco Japan Center Garage Corporation,district,San Francisco,14,148227,40962,,0,false
district-city-of-san-francisco-portsmouth-plaza-parking-corporation-san-francisco,City of San Francisco Portsmouth Plaza Parking Corporation,district,San Francisco,12,55841,6047,,0,false
district-city-of-santa-clara-public-facilities-financing-corporation-santa-clara,City of Santa Clara Public Facilities Financing Corporation,district,Santa Clara,9,0,0,,0,false
district-city-county-capital-improvements-and-financing-agency-stanislaus,City-County Capital Improvements and Financing Agency,district,Stanislaus,6,0,0,,0,false
district-city-county-association-of-governments-of-san-mateo-county-san-mateo,City/County Association of Governments of San Mateo County,district,San Mateo,23,399428,160923,,0,true
district-civic-recreational-industrial-authority-los-angeles,Civic - Recreational - Industrial Authority,district,Los Angeles,5,45128,1692,,0,false
district-clarksburg-fire-protection-district-yolo,Clarksburg Fire Protection District,district,Yolo,7,9000,0,,5,false
district-clay-water-district-sacramento,Clay Water District,district,Sacramento,5,0,0,,5,false
district-clayton-water-district-madera,Clayton Water District,district,Madera,5,0,0,,5,false
district-clean-energy-alliance-san-diego,Clean Energy Alliance,district,San Diego,13,1119158,253406,,0,false
district-clean-power-alliance-of-southern-california-los-angeles,Clean Power Alliance of Southern California,district,Los Angeles,122,13896402,2421092,,0,false
district-clear-creek-community-service-district-lassen-lassen,Clear Creek Community Service District (Lassen),district,Lassen,7,44724,0,,5,false
district-clear-creek-community-services-district-shasta-shasta,Clear Creek Community Services District (Shasta),district,Shasta,24,987215,63477,,5,false
district-clearlake-oaks-water-district-lake,Clearlake Oaks Water District,district,Lake,22,1360296,323718,,5,false
district-clements-fire-protection-district-san-joaquin,Clements Fire Protection District,district,San Joaquin,37,890990,11440,,0,false
district-clio-public-utility-district-plumas,Clio Public Utility District,district,Plumas,5,0,0,,5,false
district-cloverdale-fire-protection-district-sonoma,Cloverdale Fire Protection District,district,Sonoma,39,2241886,431056,,5,false
district-cloverdale-health-care-district-sonoma,Cloverdale Health Care District,district,Sonoma,23,625210,76600,,5,false
district-clovis-cemetery-district-fresno,Clovis Cemetery District,district,Fresno,15,547953,342410,,5,false
district-clovis-veterans-memorial-district-fresno,Clovis Veterans Memorial District,district,Fresno,43,1099296,402474,,5,false
district-coachella-valley-association-of-governments-riverside,Coachella Valley Association of Governments,district,Riverside,86,4173447,1142849,,0,false
district-coachella-valley-cemetery-district-riverside,Coachella Valley Cemetery District,district,Riverside,17,845129,213051,,0,false
district-coachella-valley-conservation-commission-riverside,Coachella Valley Conservation Commission,district,Riverside,20,7400,0,,0,false
district-coachella-valley-desert-and-mountains-recreation-and-conservation-authority-riverside,Coachella Valley Desert and Mountains Recreation and Conservation Authority,district,Riverside,5,0,0,,0,false
district-coachella-valley-mosquito-and-vector-control-district-riverside,Coachella Valley Mosquito and Vector Control District,district,Riverside,95,6671410,1966247,,11,false
district-coachella-valley-resource-conservation-district-riverside,Coachella Valley Resource Conservation District,district,Riverside,8,178490,0,,5,false
district-coachella-valley-water-district-riverside,Coachella Valley Water District,district,Riverside,614,64668570,29423458,,5,false
district-coachella-indio-waste-transfer-station-authority-riverside,Coachella/Indio Waste Transfer Station Authority,district,Riverside,6,0,0,,0,false
district-coalinga-regional-medical-center-fresno,Coalinga Regional Medical Center,district,Fresno,6,86087,0,,5,false
district-coalinga-huron-cemetery-district-fresno,Coalinga-Huron Cemetery District,district,Fresno,9,153137,11548,,0,false
